epoch,train_loss,train_accuracy,val_accuracy,learning_rate,batch_loss
1,,,,1e-05,2.764176368713379
1,,,,1e-05,2.415357828140259
1,,,,1e-05,2.85190749168396
1,,,,1e-05,2.6757652759552
1,,,,1e-05,2.8712098598480225
1,,,,1e-05,2.422370672225952
1,,,,1e-05,2.6250672340393066
1,,,,1e-05,2.5788674354553223
1,,,,1e-05,2.6014249324798584
1,,,,1e-05,2.7423791885375977
1,,,,1e-05,2.6291892528533936
1,,,,1e-05,2.3564748764038086
1,,,,1e-05,2.6744699478149414
1,,,,1e-05,2.389218330383301
1,,,,1e-05,2.5562245845794678
1,,,,1e-05,2.7216484546661377
1,,,,1e-05,2.447974681854248
1,,,,1e-05,2.769388198852539
1,,,,1e-05,2.6569466590881348
1,,,,1e-05,2.6323208808898926
1,,,,1e-05,2.84932804107666
1,,,,1e-05,2.8102264404296875
1,,,,1e-05,2.4768929481506348
1,,,,1e-05,2.899648427963257
1,,,,1e-05,2.808912754058838
1,,,,1e-05,2.738942861557007
1,,,,1e-05,2.3514316082000732
1,,,,1e-05,2.559580087661743
1,,,,1e-05,2.970294952392578
1,,,,1e-05,2.8412883281707764
1,,,,1e-05,2.7606101036071777
1,,,,1e-05,2.805589437484741
1,,,,1e-05,3.079087257385254
1,,,,1e-05,2.808694839477539
1,,,,1e-05,2.7112338542938232
1,,,,1e-05,2.6502461433410645
1,,,,1e-05,2.504890203475952
1,,,,1e-05,2.5978078842163086
1,,,,1e-05,2.5561044216156006
1,,,,1e-05,2.3896288871765137
1,,,,1e-05,2.646324872970581
1,,,,1e-05,2.351179361343384
1,,,,1e-05,2.656970977783203
1,,,,1e-05,2.479526996612549
1,,,,1e-05,2.718505382537842
1,,,,1e-05,2.760162830352783
1,,,,1e-05,2.873415231704712
1,,,,1e-05,2.8264245986938477
1,,,,1e-05,2.6804540157318115
1,,,,1e-05,2.5618553161621094
1,,,,1e-05,2.734302520751953
1,,,,1e-05,2.1347341537475586
1,,,,1e-05,2.3486509323120117
1,,,,1e-05,2.681605577468872
1,,,,1e-05,2.2783100605010986
1,,,,1e-05,2.3163564205169678
1,,,,1e-05,2.798882007598877
1,,,,1e-05,2.5763096809387207
1,,,,1e-05,2.652216672897339
1,,,,1e-05,2.5738396644592285
1,,,,1e-05,2.4496047496795654
1,,,,1e-05,2.768873929977417
1,,,,1e-05,2.7502779960632324
1,,,,1e-05,2.739527702331543
1,,,,1e-05,2.355858087539673
1,,,,1e-05,2.4371719360351562
1,,,,1e-05,2.5340735912323
1,,,,1e-05,2.52591609954834
1,,,,1e-05,2.451129913330078
1,,,,1e-05,2.7721307277679443
1,,,,1e-05,2.7088851928710938
1,,,,1e-05,2.6907548904418945
1,,,,1e-05,2.6952295303344727
1,,,,1e-05,2.2079474925994873
1,,,,1e-05,2.2949726581573486
1,,,,1e-05,2.256268262863159
1,,,,1e-05,2.672743797302246
1,,,,1e-05,2.618051052093506
1,,,,1e-05,2.6623964309692383
1,,,,1e-05,2.3605220317840576
1,,,,1e-05,2.268218994140625
1,,,,1e-05,2.6118149757385254
1,,,,1e-05,2.3017330169677734
1,,,,1e-05,2.60660457611084
1,,,,1e-05,2.625295639038086
1,,,,1e-05,2.5781235694885254
1,,,,1e-05,2.4946908950805664
1,,,,1e-05,2.7209484577178955
1,,,,1e-05,2.5499866008758545
1,,,,1e-05,2.535977602005005
1,,,,1e-05,2.2730307579040527
1,,,,1e-05,2.604339599609375
1,,,,1e-05,2.351870536804199
1,,,,1e-05,2.602673292160034
1,,,,1e-05,2.4584615230560303
1,,,,1e-05,2.258558988571167
1,,,,1e-05,2.894965887069702
1,,,,1e-05,2.644439458847046
1,,,,1e-05,2.160979986190796
1,,,,1e-05,2.4424240589141846
1,,,,1e-05,2.5187079906463623
1,,,,1e-05,2.700511932373047
1,,,,1e-05,2.4280872344970703
1,,,,1e-05,2.5380806922912598
1,,,,1e-05,2.567594051361084
1,,,,1e-05,2.5345211029052734
1,,,,1e-05,2.3041961193084717
1,,,,1e-05,2.60269832611084
1,,,,1e-05,2.4632530212402344
1,,,,1e-05,2.301485538482666
1,,,,1e-05,2.455801248550415
1,,,,1e-05,2.706834316253662
1,,,,1e-05,2.5661275386810303
1,,,,1e-05,2.2911734580993652
1,2.579994701502616,0.14945054945054945,0.21318681318681318,1e-05,
2,,,,1e-05,2.8667867183685303
2,,,,1e-05,1.9569109678268433
2,,,,1e-05,2.4450464248657227
2,,,,1e-05,2.8737616539001465
2,,,,1e-05,2.398003578186035
2,,,,1e-05,2.587472677230835
2,,,,1e-05,2.1966872215270996
2,,,,1e-05,2.443087339401245
2,,,,1e-05,2.599724531173706
2,,,,1e-05,2.7058844566345215
2,,,,1e-05,2.8130722045898438
2,,,,1e-05,2.1043896675109863
2,,,,1e-05,2.892338991165161
2,,,,1e-05,2.5837385654449463
2,,,,1e-05,2.6423661708831787
2,,,,1e-05,2.303117275238037
2,,,,1e-05,2.537689208984375
2,,,,1e-05,2.7513487339019775
2,,,,1e-05,2.703341007232666
2,,,,1e-05,2.102055072784424
2,,,,1e-05,2.642597198486328
2,,,,1e-05,2.4081623554229736
2,,,,1e-05,2.7988743782043457
2,,,,1e-05,2.687608242034912
2,,,,1e-05,2.908562421798706
2,,,,1e-05,2.388336658477783
2,,,,1e-05,2.171577215194702
2,,,,1e-05,2.5400471687316895
2,,,,1e-05,2.0636048316955566
2,,,,1e-05,2.1564009189605713
2,,,,1e-05,2.7069084644317627
2,,,,1e-05,2.0625150203704834
2,,,,1e-05,2.624640703201294
2,,,,1e-05,2.696807861328125
2,,,,1e-05,2.281540870666504
2,,,,1e-05,2.4812986850738525
2,,,,1e-05,2.3766798973083496
2,,,,1e-05,2.5781424045562744
2,,,,1e-05,2.237905502319336
2,,,,1e-05,2.3062081336975098
2,,,,1e-05,2.9061381816864014
2,,,,1e-05,2.109246015548706
2,,,,1e-05,2.374473810195923
2,,,,1e-05,2.4501144886016846
2,,,,1e-05,2.467698574066162
2,,,,1e-05,2.3632311820983887
2,,,,1e-05,2.65270733833313
2,,,,1e-05,2.4057037830352783
2,,,,1e-05,2.490272283554077
2,,,,1e-05,2.664187431335449
2,,,,1e-05,2.23343825340271
2,,,,1e-05,2.4260034561157227
2,,,,1e-05,2.1189169883728027
2,,,,1e-05,2.3586184978485107
2,,,,1e-05,2.425576686859131
2,,,,1e-05,1.9950342178344727
2,,,,1e-05,2.3769755363464355
2,,,,1e-05,2.8392512798309326
2,,,,1e-05,2.5268137454986572
2,,,,1e-05,2.389913320541382
2,,,,1e-05,2.396056652069092
2,,,,1e-05,2.6295862197875977
2,,,,1e-05,2.463754653930664
2,,,,1e-05,2.4868297576904297
2,,,,1e-05,2.2198128700256348
2,,,,1e-05,2.648029327392578
2,,,,1e-05,2.45180344581604
2,,,,1e-05,2.337101936340332
2,,,,1e-05,2.4740564823150635
2,,,,1e-05,2.3201260566711426
2,,,,1e-05,2.534946918487549
2,,,,1e-05,2.086520195007324
2,,,,1e-05,2.2939376831054688
2,,,,1e-05,2.4871881008148193
2,,,,1e-05,2.4745733737945557
2,,,,1e-05,2.7644436359405518
2,,,,1e-05,2.3467319011688232
2,,,,1e-05,2.4148173332214355
2,,,,1e-05,2.612212657928467
2,,,,1e-05,2.2881412506103516
2,,,,1e-05,2.5781400203704834
2,,,,1e-05,2.583160877227783
2,,,,1e-05,2.1852328777313232
2,,,,1e-05,2.3149120807647705
2,,,,1e-05,2.4192090034484863
2,,,,1e-05,2.148608446121216
2,,,,1e-05,2.1592438220977783
2,,,,1e-05,2.354731559753418
2,,,,1e-05,2.3944272994995117
2,,,,1e-05,2.670656204223633
2,,,,1e-05,2.3880040645599365
2,,,,1e-05,2.1854965686798096
2,,,,1e-05,2.7521817684173584
2,,,,1e-05,2.449601173400879
2,,,,1e-05,2.4908478260040283
2,,,,1e-05,2.289289712905884
2,,,,1e-05,2.0847737789154053
2,,,,1e-05,2.1863784790039062
2,,,,1e-05,2.430959463119507
2,,,,1e-05,1.9968239068984985
2,,,,1e-05,2.35089373588562
2,,,,1e-05,2.4142906665802
2,,,,1e-05,2.5443270206451416
2,,,,1e-05,2.3846282958984375
2,,,,1e-05,2.344287872314453
2,,,,1e-05,2.4488112926483154
2,,,,1e-05,1.915292501449585
2,,,,1e-05,2.4301204681396484
2,,,,1e-05,2.3988771438598633
2,,,,1e-05,2.512578010559082
2,,,,1e-05,2.6776726245880127
2,,,,1e-05,2.3569254875183105
2,,,,1e-05,2.681807041168213
2,,,,1e-05,2.259338855743408
2,2.4360768146682203,0.18763736263736264,0.2879120879120879,1e-05,
3,,,,1e-05,2.232884168624878
3,,,,1e-05,2.212290048599243
3,,,,1e-05,2.3133411407470703
3,,,,1e-05,2.0634007453918457
3,,,,1e-05,2.5704145431518555
3,,,,1e-05,2.5412991046905518
3,,,,1e-05,2.5405397415161133
3,,,,1e-05,2.3937861919403076
3,,,,1e-05,2.0537567138671875
3,,,,1e-05,2.2718780040740967
3,,,,1e-05,2.255406618118286
3,,,,1e-05,2.4016120433807373
3,,,,1e-05,1.8716437816619873
3,,,,1e-05,2.3750951290130615
3,,,,1e-05,2.4008665084838867
3,,,,1e-05,2.3854897022247314
3,,,,1e-05,2.3433897495269775
3,,,,1e-05,2.2523984909057617
3,,,,1e-05,2.109872579574585
3,,,,1e-05,2.2920427322387695
3,,,,1e-05,2.6155662536621094
3,,,,1e-05,2.5747106075286865
3,,,,1e-05,2.1466174125671387
3,,,,1e-05,2.427013635635376
3,,,,1e-05,2.4881982803344727
3,,,,1e-05,2.5138440132141113
3,,,,1e-05,1.9904793500900269
3,,,,1e-05,2.3878233432769775
3,,,,1e-05,2.379600763320923
3,,,,1e-05,2.4059605598449707
3,,,,1e-05,2.340864419937134
3,,,,1e-05,2.3192663192749023
3,,,,1e-05,2.418992757797241
3,,,,1e-05,2.5464706420898438
3,,,,1e-05,2.150493860244751
3,,,,1e-05,2.484417676925659
3,,,,1e-05,2.5314314365386963
3,,,,1e-05,2.127110719680786
3,,,,1e-05,2.529883861541748
3,,,,1e-05,2.263763427734375
3,,,,1e-05,2.2942371368408203
3,,,,1e-05,2.225166082382202
3,,,,1e-05,2.1027135848999023
3,,,,1e-05,2.1608059406280518
3,,,,1e-05,2.193119764328003
3,,,,1e-05,2.0505645275115967
3,,,,1e-05,2.380127191543579
3,,,,1e-05,2.4602208137512207
3,,,,1e-05,2.3107144832611084
3,,,,1e-05,2.4809722900390625
3,,,,1e-05,2.3297243118286133
3,,,,1e-05,2.169218063354492
3,,,,1e-05,2.4072349071502686
3,,,,1e-05,2.5128729343414307
3,,,,1e-05,2.3995838165283203
3,,,,1e-05,2.3586459159851074
3,,,,1e-05,2.3773398399353027
3,,,,1e-05,2.016462802886963
3,,,,1e-05,2.1093344688415527
3,,,,1e-05,1.8323235511779785
3,,,,1e-05,2.1660313606262207
3,,,,1e-05,2.252487897872925
3,,,,1e-05,1.9204250574111938
3,,,,1e-05,2.1741831302642822
3,,,,1e-05,2.324470043182373
3,,,,1e-05,2.2477235794067383
3,,,,1e-05,2.1167855262756348
3,,,,1e-05,2.2232561111450195
3,,,,1e-05,2.2624223232269287
3,,,,1e-05,2.3993842601776123
3,,,,1e-05,2.4451417922973633
3,,,,1e-05,2.34757137298584
3,,,,1e-05,2.320126533508301
3,,,,1e-05,2.1066339015960693
3,,,,1e-05,2.096931219100952
3,,,,1e-05,2.1900014877319336
3,,,,1e-05,2.2438199520111084
3,,,,1e-05,2.078104257583618
3,,,,1e-05,2.2168891429901123
3,,,,1e-05,2.2867636680603027
3,,,,1e-05,2.0763332843780518
3,,,,1e-05,2.116790771484375
3,,,,1e-05,2.215254068374634
3,,,,1e-05,2.3116884231567383
3,,,,1e-05,2.3724801540374756
3,,,,1e-05,2.4184458255767822
3,,,,1e-05,2.222705125808716
3,,,,1e-05,2.2954955101013184
3,,,,1e-05,2.139761209487915
3,,,,1e-05,2.177584648132324
3,,,,1e-05,2.578275680541992
3,,,,1e-05,2.248290538787842
3,,,,1e-05,1.9660130739212036
3,,,,1e-05,2.189157009124756
3,,,,1e-05,2.4062740802764893
3,,,,1e-05,2.194720983505249
3,,,,1e-05,1.9977561235427856
3,,,,1e-05,1.8853371143341064
3,,,,1e-05,2.3843774795532227
3,,,,1e-05,2.1689000129699707
3,,,,1e-05,2.2626094818115234
3,,,,1e-05,2.0896518230438232
3,,,,1e-05,2.2258455753326416
3,,,,1e-05,1.9353482723236084
3,,,,1e-05,2.080545663833618
3,,,,1e-05,2.3584163188934326
3,,,,1e-05,2.2553176879882812
3,,,,1e-05,2.249842405319214
3,,,,1e-05,2.052513837814331
3,,,,1e-05,1.9842110872268677
3,,,,1e-05,2.2307095527648926
3,,,,1e-05,2.1440858840942383
3,,,,1e-05,2.3779239654541016
3,,,,1e-05,2.172020435333252
3,2.2622731160699274,0.21510989010989012,0.36043956043956044,1e-05,
4,,,,1e-05,2.3926258087158203
4,,,,1e-05,2.260615110397339
4,,,,1e-05,2.0997800827026367
4,,,,1e-05,2.364384889602661
4,,,,1e-05,2.0353095531463623
4,,,,1e-05,2.159738540649414
4,,,,1e-05,2.235862970352173
4,,,,1e-05,2.1699390411376953
4,,,,1e-05,2.3598575592041016
4,,,,1e-05,1.9122692346572876
4,,,,1e-05,2.0344347953796387
4,,,,1e-05,2.09455943107605
4,,,,1e-05,2.1849753856658936
4,,,,1e-05,2.0041089057922363
4,,,,1e-05,2.4870972633361816
4,,,,1e-05,1.8254992961883545
4,,,,1e-05,2.2673957347869873
4,,,,1e-05,2.2102885246276855
4,,,,1e-05,2.140291213989258
4,,,,1e-05,2.24668025970459
4,,,,1e-05,1.953580617904663
4,,,,1e-05,2.1070361137390137
4,,,,1e-05,1.9303480386734009
4,,,,1e-05,2.103245258331299
4,,,,1e-05,2.3452038764953613
4,,,,1e-05,2.467076301574707
4,,,,1e-05,2.277777910232544
4,,,,1e-05,2.1499810218811035
4,,,,1e-05,2.3061437606811523
4,,,,1e-05,2.039825439453125
4,,,,1e-05,2.2188029289245605
4,,,,1e-05,2.4175586700439453
4,,,,1e-05,2.134542465209961
4,,,,1e-05,2.2262094020843506
4,,,,1e-05,2.507279396057129
4,,,,1e-05,2.0764479637145996
4,,,,1e-05,2.305742025375366
4,,,,1e-05,1.882314920425415
4,,,,1e-05,2.2545547485351562
4,,,,1e-05,1.9049161672592163
4,,,,1e-05,2.1207544803619385
4,,,,1e-05,1.8579248189926147
4,,,,1e-05,2.4298179149627686
4,,,,1e-05,2.1145517826080322
4,,,,1e-05,1.9371403455734253
4,,,,1e-05,2.2607126235961914
4,,,,1e-05,2.1143620014190674
4,,,,1e-05,2.297499895095825
4,,,,1e-05,1.861027717590332
4,,,,1e-05,2.333005666732788
4,,,,1e-05,2.198244333267212
4,,,,1e-05,2.4645981788635254
4,,,,1e-05,2.4849743843078613
4,,,,1e-05,2.0216548442840576
4,,,,1e-05,2.1057562828063965
4,,,,1e-05,1.9302678108215332
4,,,,1e-05,2.1390562057495117
4,,,,1e-05,2.2162723541259766
4,,,,1e-05,2.078230381011963
4,,,,1e-05,2.030953884124756
4,,,,1e-05,1.9072964191436768
4,,,,1e-05,2.1050803661346436
4,,,,1e-05,2.2267353534698486
4,,,,1e-05,2.041619062423706
4,,,,1e-05,2.2092580795288086
4,,,,1e-05,1.9577913284301758
4,,,,1e-05,1.9935634136199951
4,,,,1e-05,2.2697625160217285
4,,,,1e-05,2.003068685531616
4,,,,1e-05,2.672706127166748
4,,,,1e-05,2.1209781169891357
4,,,,1e-05,1.9437134265899658
4,,,,1e-05,2.6085500717163086
4,,,,1e-05,2.0014419555664062
4,,,,1e-05,1.9328316450119019
4,,,,1e-05,1.9485034942626953
4,,,,1e-05,2.0269439220428467
4,,,,1e-05,2.3147552013397217
4,,,,1e-05,2.1137406826019287
4,,,,1e-05,2.385404586791992
4,,,,1e-05,2.3630521297454834
4,,,,1e-05,2.3497610092163086
4,,,,1e-05,2.371917486190796
4,,,,1e-05,1.9025276899337769
4,,,,1e-05,1.939113736152649
4,,,,1e-05,2.291766405105591
4,,,,1e-05,2.294234275817871
4,,,,1e-05,2.488771915435791
4,,,,1e-05,1.916356086730957
4,,,,1e-05,2.100038528442383
4,,,,1e-05,2.0034477710723877
4,,,,1e-05,1.842634916305542
4,,,,1e-05,2.405695676803589
4,,,,1e-05,2.059394359588623
4,,,,1e-05,2.292659044265747
4,,,,1e-05,1.9550551176071167
4,,,,1e-05,1.977982997894287
4,,,,1e-05,2.0218820571899414
4,,,,1e-05,2.3452889919281006
4,,,,1e-05,2.23541259765625
4,,,,1e-05,2.077111005783081
4,,,,1e-05,2.2923481464385986
4,,,,1e-05,2.2165894508361816
4,,,,1e-05,2.148812770843506
4,,,,1e-05,2.3245930671691895
4,,,,1e-05,2.077986717224121
4,,,,1e-05,1.8333622217178345
4,,,,1e-05,2.328090190887451
4,,,,1e-05,1.8050731420516968
4,,,,1e-05,2.220834493637085
4,,,,1e-05,2.0701193809509277
4,,,,1e-05,2.2038633823394775
4,,,,1e-05,2.253828287124634
4,,,,1e-05,2.045107126235962
4,2.157276869865886,0.24615384615384617,0.43626373626373627,1e-05,
5,,,,1e-05,1.9939446449279785
5,,,,1e-05,2.312941551208496
5,,,,1e-05,1.9807881116867065
5,,,,1e-05,1.9622924327850342
5,,,,1e-05,2.0793709754943848
5,,,,1e-05,1.9897009134292603
5,,,,1e-05,2.1944150924682617
5,,,,1e-05,2.337705135345459
5,,,,1e-05,2.1381351947784424
5,,,,1e-05,1.8243374824523926
5,,,,1e-05,1.789577603340149
5,,,,1e-05,2.169539213180542
5,,,,1e-05,2.077181339263916
5,,,,1e-05,1.9635260105133057
5,,,,1e-05,2.097404718399048
5,,,,1e-05,1.7436978816986084
5,,,,1e-05,2.0521180629730225
5,,,,1e-05,2.329789638519287
5,,,,1e-05,2.4755263328552246
5,,,,1e-05,2.178576946258545
5,,,,1e-05,2.040088415145874
5,,,,1e-05,2.2287373542785645
5,,,,1e-05,2.5180575847625732
5,,,,1e-05,2.2967896461486816
5,,,,1e-05,2.066377639770508
5,,,,1e-05,2.2008883953094482
5,,,,1e-05,2.24696946144104
5,,,,1e-05,1.9061444997787476
5,,,,1e-05,1.9429692029953003
5,,,,1e-05,1.9221117496490479
5,,,,1e-05,1.863936185836792
5,,,,1e-05,1.8851072788238525
5,,,,1e-05,2.0738744735717773
5,,,,1e-05,1.7167757749557495
5,,,,1e-05,2.130382776260376
5,,,,1e-05,1.9918533563613892
5,,,,1e-05,2.137031078338623
5,,,,1e-05,2.240006923675537
5,,,,1e-05,2.500426769256592
5,,,,1e-05,1.8858914375305176
5,,,,1e-05,2.087686061859131
5,,,,1e-05,2.1378908157348633
5,,,,1e-05,1.7702929973602295
5,,,,1e-05,1.9118316173553467
5,,,,1e-05,1.947810411453247
5,,,,1e-05,1.8835793733596802
5,,,,1e-05,1.9118651151657104
5,,,,1e-05,2.2586138248443604
5,,,,1e-05,2.022522211074829
5,,,,1e-05,1.9085161685943604
5,,,,1e-05,1.826640009880066
5,,,,1e-05,2.2815351486206055
5,,,,1e-05,1.7264760732650757
5,,,,1e-05,2.225083112716675
5,,,,1e-05,1.8216099739074707
5,,,,1e-05,2.229254722595215
5,,,,1e-05,2.267634153366089
5,,,,1e-05,2.2850546836853027
5,,,,1e-05,1.9186766147613525
5,,,,1e-05,1.8449838161468506
5,,,,1e-05,2.1990418434143066
5,,,,1e-05,2.1679322719573975
5,,,,1e-05,1.8286445140838623
5,,,,1e-05,2.168832302093506
5,,,,1e-05,2.0952889919281006
5,,,,1e-05,1.870387077331543
5,,,,1e-05,1.9366716146469116
5,,,,1e-05,2.186204671859741
5,,,,1e-05,2.0450050830841064
5,,,,1e-05,1.9992890357971191
5,,,,1e-05,1.98233962059021
5,,,,1e-05,2.0058882236480713
5,,,,1e-05,1.9327764511108398
5,,,,1e-05,2.266401767730713
5,,,,1e-05,2.2604851722717285
5,,,,1e-05,2.335453987121582
5,,,,1e-05,2.1913485527038574
5,,,,1e-05,2.532582998275757
5,,,,1e-05,1.75709068775177
5,,,,1e-05,2.149505615234375
5,,,,1e-05,2.129448413848877
5,,,,1e-05,2.046860933303833
5,,,,1e-05,1.7023983001708984
5,,,,1e-05,1.7827553749084473
5,,,,1e-05,1.8765836954116821
5,,,,1e-05,2.2442827224731445
5,,,,1e-05,1.8768105506896973
5,,,,1e-05,2.0914671421051025
5,,,,1e-05,2.1060922145843506
5,,,,1e-05,1.9998537302017212
5,,,,1e-05,2.028952121734619
5,,,,1e-05,2.13782000541687
5,,,,1e-05,2.2497565746307373
5,,,,1e-05,1.8579798936843872
5,,,,1e-05,2.1409318447113037
5,,,,1e-05,1.6710644960403442
5,,,,1e-05,2.088517189025879
5,,,,1e-05,1.8335314989089966
5,,,,1e-05,1.8502517938613892
5,,,,1e-05,1.7259056568145752
5,,,,1e-05,2.2477269172668457
5,,,,1e-05,1.808456540107727
5,,,,1e-05,1.8580436706542969
5,,,,1e-05,1.6935890913009644
5,,,,1e-05,1.8750115633010864
5,,,,1e-05,1.9481219053268433
5,,,,1e-05,1.7948006391525269
5,,,,1e-05,2.1070196628570557
5,,,,1e-05,2.166378974914551
5,,,,1e-05,2.174405097961426
5,,,,1e-05,2.075249195098877
5,,,,1e-05,2.0574421882629395
5,,,,1e-05,1.897750735282898
5,,,,1e-05,1.9876837730407715
5,2.042075971762339,0.2865384615384615,0.5,1e-05,
6,,,,1e-05,2.1797878742218018
6,,,,1e-05,2.0888023376464844
6,,,,1e-05,2.1437175273895264
6,,,,1e-05,2.01959228515625
6,,,,1e-05,2.0620954036712646
6,,,,1e-05,2.064760446548462
6,,,,1e-05,1.9845527410507202
6,,,,1e-05,1.882434606552124
6,,,,1e-05,1.9122326374053955
6,,,,1e-05,1.8802860975265503
6,,,,1e-05,1.8476779460906982
